id,Y,F10,F15,F19,F2,F20,F21,F22,F23,F24,F27,F4,F5
150,0,2,1,7499.0,0,1,0,9,0.95943089,1,0.354933333,0,0.0
151,0,2,1,1090.0,0,1,0,11,0.538174327,1,1.45004583,0,1.0
152,0,1,1,0.0,0,1,0,6,1.000109569,1,2000.0,0,0.0
153,0,1,1,6639.66596413339,0,1,15,10,0.125317494,1,3301.0,0,0.0
154,0,3,1,18483.0,0,1,0,19,0.235150078,1,0.247024454,0,1.0
155,0,0,1,3993.0,0,1,0,12,0.56459324,1,0.597145719,0,1.0
156,0,0,1,6639.66596413339,0,1,0,3,0.0,1,358.0,0,3.0
157,0,2,1,6000.0,0,3,2,9,0.043376526,1,0.269121813,0,0.0
158,0,2,1,11000.0,0,1,0,16,0.097140785,1,0.376602127,0,2.0
159,0,1,1,6639.66596413339,0,1,0,5,0.9999999,1,1633.0,0,0.0
160,0,2,1,6000.0,0,1,0,10,0.066964435,1,0.429595067,0,2.0
161,0,0,1,6639.66596413339,0,1,0,10,0.038570051,1,499.0,0,0.7580948273206198
162,0,3,1,7500.0,0,1,7,13,0.158306393,1,0.641247834,0,1.0
163,0,0,2,3000.0,0,1,1,2,0.003888529,1,0.000333222,0,0.0
164,0,1,1,5000.0,0,1,0,8,0.09149591,1,0.25094981,0,1.0
165,1,0,1,7500.0,0,1,0,14,0.139256255,1,0.039461405,0,0.0
166,0,1,1,4241.0,0,1,0,3,0.609678064,1,0.251296558,0,1.0
167,0,1,1,18750.0,0,1,2,12,0.387215271,1,0.284518159,0,2.0
168,0,0,1,7500.0,0,1,0,11,0.729791644,1,0.194374083,0,0.0
169,0,1,1,6639.66596413339,0,1,0,9,0.0,1,1978.0,0,0.0
170,0,2,1,4825.0,0,1,2,11,0.168523468,1,0.330087029,0,1.0
171,0,0,1,14416.0,0,1,1,2,0.059198309,2,0.004231116,0,0.0
172,0,2,1,7000.0,0,1,0,9,0.0,1,0.254106556,0,0.0
173,0,3,2,12000.0,0,1,0,10,0.037654307,1,0.793517207,0,1.0
174,0,0,1,3250.0,0,1,0,4,0.285342534,1,0.08951092,0,3.0
175,0,1,1,1966.0,0,1,3,4,0.9999999,1,0.716827656,0,1.0
176,0,2,1,2916.0,0,1,0,7,0.0,1,0.423380185,0,0.0
177,0,0,1,2900.0,0,1,5,8,0.208832463,1,0.110996208,0,1.0
178,0,1,1,13167.0,0,1,0,26,0.005082996,1,0.062120292,0,2.0
179,0,2,1,6639.66596413339,0,1,0,10,0.981920285,1,2896.0,0,1.0
180,0,1,1,8783.0,0,1,6,6,0.0,1,0.35223133,0,0.0
181,0,15,1,6639.66596413339,0,1,1,18,0.062123447,2,7327.0,0,0.7580948273206198
182,0,1,1,10301.0,0,1,2,8,0.97550245,1,0.186759852,0,0.0
183,0,2,1,4203.0,0,1,6,7,0.024101681,1,0.780209324,0,1.0
184,0,1,1,3500.0,0,1,0,10,0.893872304,1,0.777777778,0,0.0
185,0,4,1,6639.66596413339,0,1,0,24,0.347341167,1,8656.0,0,0.0
186,0,1,1,7000.0,0,2,1,7,0.058412109,1,0.260819883,0,3.0
187,0,2,1,14048.0,0,1,16,10,0.0009999,1,0.279592854,0,1.0
188,0,4,1,0.0,0,1,21,13,0.308125746,1,3978.0,0,3.0
189,0,0,1,4175.0,0,1,0,4,0.014197161,1,0.153256705,0,0.0
190,0,2,1,10666.0,0,1,0,6,0.79896853,1,0.1935877,0,2.0
191,0,0,1,3375.0,0,1,1,8,0.461070065,1,0.341824645,0,1.0
192,1,2,1,7550.0,0,1,0,5,0.872221703,1,0.42193087,0,0.0
193,0,1,1,2500.0,0,1,0,6,0.229235132,1,0.379048381,0,0.0
194,0,2,1,5635.0,0,1,0,8,0.043161787,1,0.370475515,0,0.0
195,0,0,1,7000.0,0,1,0,5,0.970001899,1,0.201542637,0,2.0
196,0,2,1,7749.0,0,1,0,11,0.0,1,0.348774194,0,2.0
197,0,1,1,10500.0,0,1,0,6,0.030949149,1,0.187125036,0,2.0
198,0,1,1,6122.0,0,1,28,11,0.835609074,1,0.262453046,0,1.0
199,0,0,1,4500.0,0,1,1,7,0.019997334,1,0.149744501,0,0.0
200,0,2,1,14822.0,0,1,0,11,0.005160957,1,0.230317749,0,2.0
201,0,1,1,6639.66596413339,0,1,0,12,0.226907347,1,3033.0,0,0.0
202,0,0,1,2900.0,0,1,2,9,0.095000066,2,0.433298862,0,2.0
203,0,2,1,6639.66596413339,0,1,0,12,0.945465733,1,2752.0,0,0.0
204,0,1,1,6639.66596413339,0,1,0,3,0.031093837,1,785.0,0,0.0
205,0,2,1,7000.0,0,1,1,12,0.3994694,1,0.434937866,0,0.0
206,0,0,1,5021.0,0,1,0,9,0.00242095,1,0.000597372,0,0.0
207,0,2,1,14900.0,0,1,0,8,0.021355081,1,0.156768002,0,0.0
208,1,2,1,5100.0,0,2,764,11,0.081323514,1,0.411291904,0,0.0
209,0,2,1,6639.66596413339,0,1,2,8,0.033380158,1,1769.0,2,0.7580948273206198
210,0,1,1,6000.0,0,1,0,9,0.003365772,1,0.160306616,0,0.0
211,0,2,1,6639.66596413339,0,1,1,16,0.421897165,1,3228.0,0,0.7580948273206198
212,0,0,1,8500.0,0,1,0,7,0.014004208,1,0.001999765,0,1.0
213,0,0,1,7083.0,0,1,47,4,0.049036077,1,0.002399774,0,0.0
214,0,1,1,7083.0,0,1,0,15,0.201593102,1,0.429559571,0,1.0
215,0,2,1,5000.0,0,1,0,8,0.177980224,1,0.439712058,0,2.0
216,0,1,1,6639.66596413339,0,1,1,6,0.110417282,1,2078.0,0,0.0
217,0,0,1,4416.0,0,1,4,13,0.004813859,1,0.073352954,0,1.0
218,0,0,1,1500.0,0,1,0,3,0.393808754,1,0.341105929,0,0.0
219,0,0,1,350.0,0,1,0,9,0.133235269,1,0.58974359,1,0.0
220,0,0,1,3333.0,0,2,0,9,0.0,1,0.0,0,0.0
221,0,1,1,3428.0,0,1,0,8,0.281348186,1,0.370662001,0,0.0
222,0,2,1,9175.0,0,1,0,10,0.015128544,1,0.367916303,0,1.0
223,0,1,1,12500.0,0,1,2,6,0.9999999,1,0.177345812,0,2.0
224,0,1,1,6639.66596413339,0,1,19,4,0.139579945,1,1374.0,0,0.0
225,0,0,1,8326.0,0,1,0,3,0.827454226,1,0.183139186,0,1.0
226,0,0,1,6639.66596413339,0,2,0,10,0.020697996,1,48.0,0,0.0
227,0,1,1,3488.0,0,1,3,7,0.64796556,1,0.45227859,0,0.0
228,0,4,1,4560.0,0,1,0,9,0.07557788,1,0.49309362,0,1.0
229,0,1,1,8355.0,0,1,25,11,0.068514113,1,0.51974629,0,0.0
230,0,1,1,6048.0,0,1,0,9,0.181579946,1,0.3539428,0,1.0
231,0,1,1,6639.66596413339,0,1,0,9,0.550244719,1,1686.0,0,0.0
232,0,1,1,13334.0,1,1,0,11,0.082997814,1,0.194450694,0,1.0
233,0,2,1,3600.0,0,1,0,10,0.824473796,1,0.976673146,0,0.0
234,0,1,1,1250.0,0,1,21,7,0.408659134,1,1.549960032,0,3.0
235,1,1,1,2500.0,0,1,0,8,0.519886981,1,0.400639744,1,0.0
236,0,0,2,3330.0,0,1,1,5,0.113006052,1,0.031221855,0,0.0
237,0,1,1,4200.0,0,1,3,9,0.192194427,1,0.611997144,0,2.0
238,0,1,1,8000.0,0,1,0,14,0.000648724,1,0.586176728,0,2.0
239,0,1,1,7000.0,0,1,0,10,0.789940454,1,0.485073561,0,0.0
240,0,0,1,6639.66596413339,0,1,3,4,0.005391681,1,523.0,0,0.0
241,0,5,1,6639.66596413339,0,1,0,8,0.409173443,1,20637.0,0,0.0
242,0,0,1,2900.0,0,1,13,2,0.99692355,1,0.187521544,0,0.0
243,0,4,1,14000.0,0,1,0,13,0.00799985,1,0.405399614,0,1.0
244,0,0,1,6554.0,0,1,0,12,0.245941515,1,0.159877956,0,4.0
245,0,0,1,8155.0,0,1,0,1,0.770459082,1,0.0013487,0,0.0
246,0,2,1,6639.66596413339,0,1,0,5,0.009772505,1,1697.0,0,0.0
247,0,0,1,15000.0,0,1,0,6,0.001260815,1,0.078928071,0,0.0
248,0,1,1,6639.66596413339,0,1,0,7,0.9999999,1,2370.0,0,0.0
249,0,4,1,11500.0,0,1,2,10,0.246169826,1,0.697417616,0,0.0
250,0,1,1,2214.0,0,1,7,14,0.53165436,1,0.826185102,0,0.0
251,0,0,1,5543.0,0,1,1,10,0.093520299,1,0.336940837,0,1.0
252,1,1,1,12083.0,0,1,0,15,0.998833355,1,0.348063555,0,3.0
253,0,0,1,5500.0,0,1,0,4,0.972462026,1,0.154880931,0,3.0
254,0,0,1,11600.0,0,1,4,15,0.44157098,2,0.097491596,0,1.0
255,0,1,1,7670.0,0,1,2,9,0.089309382,1,0.280537088,0,2.0
256,0,2,1,8075.0,0,1,0,10,0.009926194,1,0.213843487,0,2.0
257,0,1,1,5900.0,0,1,0,14,0.531692584,1,0.518217251,0,3.0
258,0,0,1,6000.0,0,1,0,4,0.062716294,1,0.03016164,1,0.0
259,0,0,1,3500.0,0,1,1,6,0.016605936,1,0.004855755,0,2.0
260,0,2,1,8333.0,0,1,0,7,0.222525916,1,0.414206863,0,0.0
261,0,0,1,6639.66596413339,0,1,0,7,0.17321742,1,127.0,2,0.0
262,0,1,1,3482.0,0,1,0,7,0.151656728,1,0.425208154,0,0.0
263,0,0,1,6639.66596413339,0,1,0,5,0.054366343,1,35.0,0,0.0
264,0,2,1,6639.66596413339,0,1,0,8,0.0,1,3471.0,0,0.0
265,0,0,1,6639.66596413339,1,1,1,2,1.372093023,1,12.0,0,0.0
266,0,1,1,2316.0,0,1,0,6,0.0,1,0.42382391,0,2.0
267,0,2,1,9850.0,0,1,11,5,0.256325994,1,0.25611613,0,3.0
268,0,1,1,0.0,0,1,0,4,0.090102134,1,1204.0,0,2.0
269,0,1,1,6639.66596413339,0,1,1,10,0.334051689,1,4995.0,0,1.0
270,0,2,1,6639.66596413339,0,1,0,5,0.033214349,1,1784.0,0,0.0
271,0,1,1,8300.0,0,1,0,6,0.932394189,1,0.412239489,0,2.0
272,0,1,1,3800.0,0,1,10,3,0.011753293,1,0.104972376,0,0.0
273,0,0,1,6639.66596413339,0,1,1,11,0.28215721,1,1100.0,1,1.0
274,0,2,1,5715.0,0,1,0,18,0.295705824,1,0.508922323,0,1.0
275,0,1,1,3393.0,0,1,1,2,0.464348896,1,0.312315852,0,0.0
276,0,0,1,6639.66596413339,0,1,0,6,0.007665815,1,3.0,0,0.0
277,0,0,1,0.0,0,1,0,2,1.117764471,1,331.0,0,0.0
278,0,2,1,6639.66596413339,0,1,0,10,0.013767118,1,2004.0,0,0.0
279,0,0,1,10466.0,0,1,0,7,0.033237462,1,0.049297793,0,2.0
280,0,0,1,6639.66596413339,0,1,0,7,0.449497315,1,373.0,0,0.0
281,0,2,1,2083.0,0,1,0,12,0.612718304,1,1.810940499,0,0.0
282,0,2,1,5010.0,0,1,19,18,0.938544767,1,1.341847935,0,0.0
283,0,0,1,4417.0,0,1,0,8,0.477480557,1,0.207559982,0,0.0
284,0,1,1,8166.0,0,1,1,6,0.135039316,1,0.184278193,0,1.0
285,0,0,1,5500.0,0,1,0,4,0.673442186,1,0.173241229,0,0.0
286,0,0,1,2407.0,0,1,1,3,0.073094868,1,0.003737542,0,0.0
287,0,1,1,11800.0,0,1,0,8,0.25932784,2,0.12363359,0,3.0
288,0,1,1,3000.0,0,1,2,13,0.553943339,1,1.316227924,0,0.0
289,0,1,1,1517.0,0,1,0,12,0.11340806,1,1.096179183,0,0.0
290,0,1,1,6639.66596413339,0,1,4,1,0.9999999,1,1049.0,0,0.0
291,0,0,1,6639.66596413339,0,1,10,6,0.278875389,1,722.0,0,0.0
292,0,2,1,5500.0,0,1,0,20,0.099315199,1,0.456644247,0,1.0
293,1,0,1,9000.0,0,1,18,0,0.9999999,1,0.0,0,0.0
294,0,1,1,6639.66596413339,0,1,0,9,0.482126489,1,3417.0,0,0.0
295,1,0,1,6639.66596413339,0,1,0,0,0.9999999,1,200.0,0,0.0
296,0,0,1,6639.66596413339,0,1,0,1,0.0,1,0.0,0,0.0
297,0,1,1,6639.66596413339,0,1,1,5,0.319593356,1,2467.0,0,0.0
298,0,1,1,12400.0,0,1,6,14,0.085843283,1,0.262075639,0,0.0
299,0,1,1,6639.66596413339,0,1,4,4,0.547935029,1,4146.0,0,0.0
300,1,0,1,3532.0,0,1,18,7,0.442424781,1,0.156241155,0,0.0
301,0,2,1,6100.0,0,1,1,6,0.308392568,1,0.193902639,0,0.0
302,0,0,1,3666.0,0,1,2,4,0.277144571,1,0.059176439,0,1.0
303,0,1,1,12333.0,0,1,2,5,0.212645169,1,0.072887952,0,4.0
304,0,2,1,6639.66596413339,0,1,0,9,0.371208149,1,3931.0,0,0.0
305,0,2,1,1300.0,0,1,1,6,0.927813044,1,1.554189085,0,0.0
306,0,1,1,6639.66596413339,0,1,1,6,0.58813149,1,1498.0,0,2.0
307,0,3,1,6639.66596413339,0,1,0,8,0.066794576,1,2128.0,0,0.0
308,0,2,1,3000.0,0,1,1,13,0.109642823,1,1.06931023,0,0.0
309,0,3,1,13333.0,0,1,0,15,0.404261217,1,0.431303435,1,2.0
310,0,1,1,6639.66596413339,0,1,0,7,0.120065913,1,1709.0,0,0.7580948273206198
311,0,7,1,13333.0,0,1,0,16,0.044090924,1,0.720263987,0,4.0
312,0,0,1,6639.66596413339,0,1,0,12,0.00660487,1,19.0,0,0.7580948273206198
313,1,6,1,11150.0,0,1,0,7,0.177817425,1,0.672944131,0,3.0
314,0,1,1,6639.66596413339,0,1,2,6,0.012971862,1,1488.0,0,0.0
315,0,1,1,3333.0,0,1,0,4,0.67179093,1,0.215956809,0,2.0
316,0,3,1,5833.0,0,1,0,11,0.452353927,1,0.888069935,0,1.0
317,0,1,1,6639.66596413339,0,1,0,7,0.003483692,1,2633.0,0,1.0
318,0,1,1,1500.0,0,1,0,3,0.010133063,1,0.276482345,0,1.0
319,0,1,1,10645.0,0,1,0,6,0.018824879,1,0.086981026,0,1.0
320,0,1,1,5500.0,0,1,0,6,0.0,1,0.284857299,0,0.0
321,1,1,1,5864.0,2,1,0,5,1.053324869,1,0.186700767,0,2.0
322,0,2,1,6639.66596413339,0,1,0,6,0.796383238,1,1241.0,0,0.0
323,0,2,1,7866.0,0,1,0,6,0.0,1,0.311173255,0,1.0
324,0,1,2,6639.66596413339,0,1,0,6,0.004208628,1,3077.0,0,0.0
325,0,0,1,7400.0,0,1,0,9,0.054129806,1,0.190649912,0,2.0
326,0,2,1,8600.0,0,1,0,4,0.9999999,1,0.443901872,0,0.0
327,0,2,2,10000.0,0,1,0,12,0.0,1,4.438556144,0,1.0
328,0,1,1,9300.0,0,1,0,14,0.131500726,1,0.170519299,0,0.0
329,0,1,1,8150.0,0,1,0,21,0.004635471,1,0.189547295,0,0.0
330,0,0,1,2200.0,0,2,0,8,0.43160498,1,0.190368015,0,0.0
331,0,0,1,0.0,0,1,5,4,0.019193196,1,293.0,0,1.0
332,0,1,1,6639.66596413339,0,1,1,12,0.043827864,1,221.0,0,0.0
333,0,0,1,0.0,0,1,1,4,0.113082483,1,118.0,0,0.0
334,0,1,1,2666.0,0,1,4,9,0.347544522,1,0.591301087,0,0.0
335,0,1,1,6639.66596413339,0,1,8,5,0.188469761,1,2314.0,0,0.0
336,0,1,1,6639.66596413339,0,1,0,5,0.0,1,1230.0,0,0.7580948273206198
